year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,417,6.6 B,Chang,Jason,Jason Chang,5/1/1944,79,Male,Singapore,Taiwan,Taipei,Technology,['Technology'],,,TRUE,Increased
2024,4,417,6.6 B,Chen,Jianhua,Chen Jianhua,1/1/1971,53,Male,China,China,Suzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,417,6.6 B,Esteves,Andre,Andre Esteves,7/12/1968,55,Male,Brazil,Brazil,Sao paulo,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,417,6.6 B,Kuzmichev,Alexei,Alexei Kuzmichev,10/15/1962,61,Male,Russia,France,Paris,Energy,['Energy'],,,TRUE,Increased
2024,4,417,6.6 B,Merieux,Alain,Alain Merieux & family,1/1/1938,86,Male,France,France,Lyon,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,417,6.6 B,Stokes,Kerry,Kerry Stokes,9/13/1940,83,Male,Australia,Australia,Perth,Diversified,['Diversified'],,,TRUE,Increased
2024,4,417,6.6 B,Wang,Laichun,Wang Laichun,6/3/1967,56,Female,Hong Kong,China,Shenzhen,Technology,['Technology'],Luxshare-ICT,Co-Founder & Chairwoman,TRUE,Decreased
2024,4,424,6.5 B,Kristiansen,Sofie Kirk,Sofie Kirk Kristiansen,1/1/1976,48,Female,Denmark,Denmark,Billund,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,424,6.5 B,Kristiansen,Thomas Kirk,Thomas Kirk Kristiansen,1/1/1979,45,Male,Denmark,Denmark,Billund,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,424,6.5 B,Lowy,Frank,Frank Lowy,10/22/1930,93,Male,Australia,Israel,Tel Aviv,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,424,6.5 B,Mansueto,Joe,Joe Mansueto,9/3/1956,67,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],Morningstar,"Entrepreneur, Investor",TRUE,Increased
2024,4,424,6.5 B,Milken,Michael,Michael Milken,7/4/1946,77,Male,United States,United States,Los Angeles,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,424,6.5 B,Rowan,Marc,Marc Rowan,8/19/1962,61,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,424,6.5 B,Stevens,Mark,Mark Stevens,2/17/1960,64,Male,United States,United States,Steamboat Springs,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,424,6.5 B,Thinggaard,Agnete Kirk,Agnete Kirk Thinggaard,5/18/1983,40,Female,Denmark,Denmark,Billund,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,432,6.4 B,Abramov,Alexander,Alexander Abramov,2/20/1959,65,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2024,4,432,6.4 B,Angelicoussis,Maria,Maria Angelicoussis,2/18/1982,42,Female,Greece,Greece,Athens,Logistics,['Logistics'],,,FALSE,Increased
2024,4,432,6.4 B,Bertelli,Patrizio,Patrizio Bertelli,1/1/1946,78,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,432,6.4 B,Blocher,Rahel,Rahel Blocher,1/1/1976,48,Female,Switzerland,Switzerland,Wilen bei Wollerau,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,432,6.4 B,Bonderman,David,David Bonderman,11/27/1942,81,Male,United States,United States,Fort Worth,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,432,6.4 B,Cook,Scott,Scott Cook,7/26/1952,71,Male,United States,United States,Woodside,Technology,['Technology'],,,TRUE,Increased
2024,4,432,6.4 B,Douglas,Carl,Carl Douglas,5/5/1961,62,Male,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,FALSE,Increased
2024,4,432,6.4 B,Douglas,Eric,Eric Douglas,5/1/1968,55,Male,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,FALSE,Increased
2024,4,432,6.4 B,Friedkin,Dan,Dan Friedkin,2/27/1965,59,Male,United States,United States,Houston,Automotive,['Automotive'],The Friedkin Group,owner and ceo,FALSE,Increased
2024,4,432,6.4 B,Lerner,Annette,Annette Lerner & family,2/27/1930,94,Female,United States,United States,Chevy Chase,Real Estate,['Real Estate'],,,FALSE,Decreased
2024,4,432,6.4 B,Maag,Rudolf,Rudolf Maag,1/31/1946,78,Male,Switzerland,Switzerland,Binningen,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,432,6.4 B,Marguerre,Wolfgang,Wolfgang Marguerre & family,6/4/1941,82,Male,Germany,Germany,Heidelberg,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,432,6.4 B,Martullo-Blocher,Magdalena,Magdalena Martullo-Blocher,1/1/1969,55,Female,Switzerland,Switzerland,Feldmeilen,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,432,6.4 B,Pera,Robert,Robert Pera,3/10/1978,46,Male,United States,United States,San Jose,Technology,['Technology'],Ubiquiti,Chief Executive Officer,TRUE,Decreased
2024,4,432,6.4 B,Prada,Miuccia,Miuccia Prada,5/10/1949,74,Female,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],Prada,"CEO, Fashion Designer",FALSE,Increased
2024,4,432,6.4 B,Rollins,Gary,Gary Rollins,8/30/1944,79,Male,United States,United States,Atlanta,Service,['Service'],,,FALSE,Increased
2024,4,432,6.4 B,Rybolovlev,Dmitry,Dmitry Rybolovlev & family,11/22/1966,57,Male,Russia,Monaco,Monaco,Manufacturing,['Manufacturing'],,,TRUE,Remained Even
2024,4,432,6.4 B,Sagi,Teddy,Teddy Sagi,11/1/1971,52,Male,Israel,Israel,Tel Aviv,Gambling & Casinos,['Gambling & Casinos'],,,TRUE,Increased
2024,4,432,6.4 B,Sohmen,Helmut,Helmut Sohmen,12/10/1939,84,Male,Austria,Hong Kong,Hong Kong,Logistics,['Logistics'],,,FALSE,Increased
2024,4,432,6.4 B,Takahara,Takahisa,Takahisa Takahara,7/12/1961,62,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2024,4,432,6.4 B,Viessmann,Maximilian,Maximilian Viessmann,2/11/1989,35,Male,Germany,Germany,Battenberg,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,453,6.3 B,Aramburuzabala,Maria Asuncion,Maria Asuncion Aramburuzabala & family,5/2/1963,60,Female,Mexico,Mexico,Mexico City,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,453,6.3 B,Behring,Alexandre,Alexandre Behring,2/20/1967,57,Male,Brazil,United States,Greenwich,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,453,6.3 B,Bluhm,Neil,Neil Bluhm,1/12/1938,86,Male,United States,United States,Chicago,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,453,6.3 B,Cao,Renxian,Cao Renxian,7/24/1968,55,Male,China,China,Hefei,Energy,['Energy'],,,TRUE,Decreased
2024,4,453,6.3 B,Cho,Jung-ho,Cho Jung-ho,10/5/1958,65,Male,South Korea,South Korea,Seoul,Finance & Investments,['Finance & Investments'],Meritz Financial Group,,FALSE,Increased
2024,4,453,6.3 B,Ding,Shizhong,Ding Shizhong,12/1/1970,53,Male,China,China,Quanzhou,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,453,6.3 B,Galperin,Marcos,Marcos Galperin,,,Male,Argentina,Argentina,Buenos Aires,Technology,['Technology'],,,TRUE,Increased
2024,4,453,6.3 B,Irving,Arthur,Arthur Irving,1/1/1930,94,Male,Canada,Canada,Saint John,Energy,['Energy'],,,FALSE,Increased
2024,4,453,6.3 B,Kadoorie,Michael,Michael Kadoorie,7/19/1941,82,Male,Hong Kong,Hong Kong,Hong Kong,Energy,['Energy'],,,FALSE,Increased
2024,4,453,6.3 B,Lewis,Joe,Joe Lewis,2/5/1937,87,Male,United Kingdom,United States,Orlando,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,453,6.3 B,Ma,Jianrong,Ma Jianrong,1/1/1964,60,Male,China,China,Ningbo,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,453,6.3 B,Omidyar,Pierre,Pierre Omidyar,6/21/1967,56,Male,United States,United States,Honolulu,Technology,['Technology'],eBay,Founder,TRUE,Decreased
2024,4,453,6.3 B,Qi,Shi,Qi Shi & family,1/3/1970,54,Male,China,China,Shanghai,Technology,['Technology'],,,TRUE,Decreased
2024,4,453,6.3 B,Vultaggio,Don,Don Vultaggio & family,2/26/1952,72,Male,United States,United States,Port Washington,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,453,6.3 B,Wang,Jianlin,Wang Jianlin,10/1/1954,69,Male,China,China,Beijing,Real Estate,['Real Estate'],Dalian Wanda Group,Chairman,TRUE,Decreased
2024,4,453,6.3 B,Wertheimer,Stef,Stef Wertheimer & family,7/16/1926,97,Male,Israel,Israel,Tel Aviv,Manufacturing,['Manufacturing'],,,TRUE,Remained Even
2024,4,469,6.2 B,Bertarelli,Dona,Dona Bertarelli,1/1/1968,56,Female,Switzerland,Switzerland,Gstaad,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,469,6.2 B,Divi,Murali,Murali Divi & family,3/17/1951,73,Male,India,India,Hyderabad,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,469,6.2 B,Druckenmiller,Stanley,Stanley Druckenmiller,6/14/1953,70,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Duquesne Family Office,Founder,TRUE,Decreased
2024,4,469,6.2 B,Goldschmeding,Frits,Frits Goldschmeding,8/2/1933,90,Male,Netherlands,Netherlands,Amsterdam,Service,['Service'],,,TRUE,Remained Even
2024,4,469,6.2 B,Soon-Shiong,Patrick,Patrick Soon-Shiong,7/29/1952,71,Male,United States,United States,Los Angeles,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,469,6.2 B,Ziff,Daniel,Daniel Ziff,11/2/1971,52,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,469,6.2 B,Ziff,Dirk,Dirk Ziff,4/1/1964,60,Male,United States,United States,North Palm Beach,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,469,6.2 B,Ziff,Robert,Robert Ziff,8/12/1966,57,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,477,6.1 B,Benson,Gayle,Gayle Benson,1/26/1947,77,Female,United States,United States,New Orleans,Sports,['Sports'],,,FALSE,Increased
2024,4,477,6.1 B,Boehly,Todd,Todd Boehly,9/20/1973,50,Male,United States,United States,Darien,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,477,6.1 B,Laffont,Philippe,Philippe Laffont,9/16/1967,56,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Coatue Management,Founder,TRUE,Decreased
2024,4,477,6.1 B,Liang,Charles ,Charles Liang,1/1/1958,66,Male,United States,United States,San Jose,Technology,['Technology'],,,TRUE,
2024,4,477,6.1 B,Liang,Wengen,Liang Wengen,12/14/1956,67,Male,China,China,Changsha,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,477,6.1 B,Parry-Okeden,Blair,Blair Parry-Okeden,5/21/1950,73,Female,United States,Australia,New South Wales,Media & Entertainment,['Media & Entertainment'],,,FALSE,Decreased
2024,4,477,6.1 B,Pritzker,Karen,Karen Pritzker,1/7/1958,66,Female,United States,United States,Branford,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,477,6.1 B,Singer,Paul,Paul Singer,8/22/1944,79,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Elliott Management,Investor,TRUE,Increased
2024,4,477,6.1 B,Zhou,Qunfei,Zhou Qunfei,,54,Female,Hong Kong,Hong Kong,Hong Kong,Technology,['Technology'],Lens Technology,Founder and CEO,TRUE,Remained Even
2024,4,486,6.0 B,Del Pino,Rafael,Rafael Del Pino,7/18/1958,65,Male,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,FALSE,Increased
2024,4,486,6.0 B,Ding,Shijia,Ding Shijia,1/1/1964,60,Male,China,China,Quanzhou,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,486,6.0 B,Goldring,William,William Goldring & family,1/24/1943,81,Male,United States,United States,New Orleans,Food & Beverage,['Food & Beverage'],,,FALSE,
2024,4,486,6.0 B,Kennedy,Jim,Jim Kennedy,11/29/1947,76,Male,United States,United States,Atlanta,Media & Entertainment,['Media & Entertainment'],Cox Enterprises,Chairman Emeritus,FALSE,Decreased
2024,4,486,6.0 B,Koguan,Leo,Leo Koguan,2/15/1955,69,Male,United States,Singapore,Singapore,Technology,['Technology'],,,TRUE,Increased
2024,4,486,6.0 B,Kristiansen,Kjeld Kirk,Kjeld Kirk Kristiansen,12/27/1947,76,Male,Denmark,Denmark,Billund,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,486,6.0 B,Mittal,Rajan,Rajan Mittal,1/5/1960,64,Male,India,India,Delhi,Telecom,['Telecom'],,,FALSE,Increased
2024,4,486,6.0 B,Mittal,Rakesh,Rakesh Mittal,9/18/1955,68,Male,India,India,Delhi,Telecom,['Telecom'],,,FALSE,Increased
2024,4,486,6.0 B,Straumann,Thomas,Thomas Straumann,7/22/1963,60,Male,Switzerland,Switzerland,Basel,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,486,6.0 B,Walter,Mark,Mark Walter,5/22/1960,63,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],Guggenheim Partners LLC,CEO,TRUE,Increased
2024,4,486,6.0 B,Warren,Kelcy,Kelcy Warren,11/9/1955,68,Male,United States,United States,Dallas,Energy,['Energy'],,,TRUE,Increased
2024,4,486,6.0 B,Wexner,Les,Les Wexner & family,9/8/1937,86,Male,United States,United States,New Albany,Fashion & Retail,['Fashion & Retail'],,,TRUE,Remained Even
2024,4,498,5.9 B,Chen,Pierre,Pierre Chen,9/28/1956,67,Male,Taiwan,Taiwan,Taipei,Technology,['Technology'],,,TRUE,Increased
2024,4,498,5.9 B,Davis,Jim,Jim Davis & family,5/17/1943,80,Male,United States,United States,Newton,Manufacturing,['Manufacturing'],New Balance ,Chairman,TRUE,Increased
2024,4,498,5.9 B,Drahi,Patrick,Patrick Drahi,8/20/1963,60,Male,France,Switzerland,Zermatt,Telecom,['Telecom'],,,TRUE,Increased
2024,4,498,5.9 B,Horton,Donald,Donald Horton & family,3/5/1950,74,Male,United States,United States,Fort Worth,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,498,5.9 B,Icahn,Carl,Carl Icahn,2/16/1936,88,Male,United States,United States,Indian Creek,Finance & Investments,['Finance & Investments'],Icahn Capital Management,Founder,TRUE,Decreased
2024,4,498,5.9 B,Li,Robin,Robin Li,11/17/1968,55,Male,China,China,Beijing,Technology,['Technology'],,,TRUE,Decreased
2024,4,498,5.9 B,Lorentzon,Martin,Martin Lorentzon,4/1/1969,55,Male,Sweden,Sweden,Stockholm,Technology,['Technology'],,,TRUE,Increased
2024,4,498,5.9 B,Milner,Yuri,Yuri Milner,11/11/1961,62,Male,Israel,United States,Los Altos,Finance & Investments,['Finance & Investments'],DST Global,Investor,TRUE,Decreased
2024,4,498,5.9 B,Mueller,Theo,Theo Mueller,1/30/1940,84,Male,Germany,Switzerland,Zurich,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,498,5.9 B,Pei,Zhenhua,Pei Zhenhua,1/1/1959,65,Male,China,China,Ningde,Energy,['Energy'],,,TRUE,Decreased
2024,4,498,5.9 B,Projosasmito,Agoes,Agoes Projosasmito,8/6/1955,68,Male,Indonesia,Indonesia,Jakarta,Metals & Mining,['Metals & Mining'],,,TRUE,
2024,4,498,5.9 B,Rothschild,Jeff,Jeff Rothschild,1/2/1955,69,Male,United States,United States,Palo Alto,Technology,['Technology'],Meta Platforms,Advisor,TRUE,Increased
2024,4,498,5.9 B,You,Xiaoping,You Xiaoping & family,1/21/1958,66,Male,China,China,Wenzhou,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,511,5.8 B,Faith,Robert,Robert Faith,10/3/1963,60,Male,United States,United States,Charleston,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,511,5.8 B,Kim,Vyacheslav,Vyacheslav Kim,6/12/1969,54,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,511,5.8 B,Mehta,Samir,Samir Mehta,9/18/1963,60,Male,India,India,Ahmedabad,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,511,5.8 B,Mehta,Sudhir,Sudhir Mehta,4/10/1954,69,Male,India,India,Ahmedabad,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,511,5.8 B,Ruan,Liping,Ruan Liping,11/1/1964,59,Male,Hong Kong,China,Ningbo,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,511,5.8 B,Ruan,Xueping,Ruan Xueping,1/1/1972,52,Male,Hong Kong,China,Ningbo,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,511,5.8 B,Sobrato,John A.,John A. Sobrato & family,5/23/1939,84,Male,United States,United States,Atherton,Real Estate,['Real Estate'],Sobrato Development Cos.,Founder and Chairman,TRUE,Decreased
2024,4,511,5.8 B,Tsai,Eng-meng,Tsai Eng-meng,1/15/1957,67,Male,Taiwan,China,Shanghai,Food & Beverage,['Food & Beverage'],,,FALSE,Decreased
2024,4,511,5.8 B,Wesjohann,Erich,Erich Wesjohann & family,6/2/1945,78,Male,Germany,Germany,Visbek,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,511,5.8 B,Wu,Yajun,Wu Yajun,1/1/1964,60,Female,China,China,Beijing,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,511,5.8 B,York,Denise,Denise York & family,10/21/1950,73,Female,United States,United States,Youngstown,Sports,['Sports'],San Francisco 49ers,Co-Chairman,FALSE,Increased
2024,4,522,5.7 B,Amorim,Maria Fernanda,Maria Fernanda Amorim & family,1/16/1935,89,Female,Portugal,Portugal,Grijo,Diversified,['Diversified'],,,FALSE,Increased
2024,4,522,5.7 B,Calder,Clive,Clive Calder,12/13/1946,77,Male,United Kingdom,Cayman Islands,Grand Cayman,Media & Entertainment,['Media & Entertainment'],,,TRUE,Remained Even
2024,4,522,5.7 B,Coleman,Chase,"Chase Coleman, III.",6/21/1975,48,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Tiger Global Management,Investor,TRUE,Decreased
2024,4,522,5.7 B,Krigsner,Miguel,Miguel Krigsner,1/9/1950,74,Male,Brazil,Brazil,Sao Jose dos Pinhais,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,522,5.7 B,Lin,Shu-hong,Lin Shu-hong,8/1/1928,95,Male,Taiwan,Taiwan,Taipei,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,522,5.7 B,Shen,Guojun,Shen Guojun,7/31/1962,61,Male,China,China,Beijing,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,522,5.7 B,Sweeney,Tim,Tim Sweeney,12/13/1970,53,Male,United States,United States,Cary,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,529,5.6 B,Bhatia,Rahul,Rahul Bhatia,6/10/1959,64,Male,India,India,Delhi,Service,['Service'],,,FALSE,Increased
2024,4,529,5.6 B,Golisano,Tom,Tom Golisano,11/14/1941,82,Male,United States,United States,Naples,Service,['Service'],,,TRUE,Increased
2024,4,529,5.6 B,Högberg Schörling,Sofia,Sofia Högberg Schörling,12/7/1978,45,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,FALSE,
2024,4,529,5.6 B,Irving,James,James Irving,3/20/1928,96,Male,Canada,Canada,Saint John,Diversified,['Diversified'],,,FALSE,Increased
2024,4,529,5.6 B,Li,Ge,Li Ge,1/1/1967,57,Male,United States,China,Shanghai,Healthcare,['Healthcare'],,,TRUE,Remained Even
2024,4,529,5.6 B,McNair,Janice,Janice McNair,9/30/1936,87,Female,United States,United States,Houston,Sports,['Sports'],,,FALSE,Increased
2024,4,529,5.6 B,Moritz,Michael,Michael Moritz,9/12/1954,69,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],Sequoia,Investor,TRUE,Increased
2024,4,529,5.6 B,Reimann,Wolfgang,Wolfgang Reimann,10/4/1952,71,Male,Germany,Germany,Passau,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,529,5.6 B,Reimann-Andersen,Matthias,Matthias Reimann-Andersen,3/30/1965,59,Male,Germany,Germany,Munich,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,529,5.6 B,Reimann-Andersen,Stefan,Stefan Reimann-Andersen,7/13/1963,60,Male,Germany,Austria,Vienna,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,529,5.6 B,Reimann-Haas,Renate,Renate Reimann-Haas,10/8/1951,72,Female,Germany,Austria,Vienna,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,529,5.6 B,Resnick,Lynda,Lynda Resnick,1/18/1943,81,Female,United States,United States,Los Angeles,Food & Beverage,['Food & Beverage'],Wonderful Company,Founder,TRUE,Increased
2024,4,529,5.6 B,Resnick,Stewart,Stewart Resnick,12/24/1936,87,Male,United States,United States,Beverly Hills,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,529,5.6 B,Rocca,Gianfelice,Gianfelice Rocca,3/2/1948,76,Male,Italy,Italy,Milan,Metals & Mining,['Metals & Mining'],,,FALSE,Increased
2024,4,529,5.6 B,Rocca,Paolo,Paolo Rocca,10/14/1952,71,Male,Italy,Argentina,Buenos Aires,Metals & Mining,['Metals & Mining'],,,FALSE,Increased
2024,4,529,5.6 B,Scheinberg,Mark,Mark Scheinberg,12/27/1973,50,Male,Canada,United Kingdom,Isle of Man,Gambling & Casinos,['Gambling & Casinos'],,,TRUE,Increased
2024,4,529,5.6 B,Schörling Andreen,Märta,Märta Schörling Andreen,5/13/1984,39,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,FALSE,
2024,4,529,5.6 B,Smith,Fred,Fred Smith,8/11/1944,79,Male,United States,United States,Memphis,Logistics,['Logistics'],FedEx,Founder and Executive Chairman,TRUE,Increased
2024,4,529,5.6 B,Warner,Ty,Ty Warner,9/3/1944,79,Male,United States,United States,Oak Brook,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,548,5.5 B,Arison,Shari,Shari Arison,9/9/1957,66,Female,Israel,Israel,Tel Aviv,Service,['Service'],,"Investor, Philanthropist",FALSE,Increased
2024,4,548,5.5 B,Biernacki,Tomasz,Tomasz Biernacki,1/1/1973,51,Male,Poland,Poland,"Krotoszyn,",Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,548,5.5 B,Choksi,Mahendra,Mahendra Choksi & family,4/19/1941,82,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,548,5.5 B,Currie,Andrew,Andrew Currie,12/4/1955,68,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,548,5.5 B,Gilgan,Peter,Peter Gilgan,1/1/1951,73,Male,Canada,Canada,Toronto,Construction & Engineering,['Construction & Engineering'],Mattamy Group Corp.,"Founder, CEO and Chairman",TRUE,Increased
2024,4,548,5.5 B,Jiaravanon,Sumet,Sumet Jiaravanon,11/2/1934,89,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,548,5.5 B,Kesaev,Igor,Igor Kesaev,10/30/1966,57,Male,Russia,Russia,Moscow,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,548,5.5 B,Lin,Li,Lin Li,5/1/1963,60,Male,China,China,Shenzhen,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,548,5.5 B,Lucas,George,George Lucas,5/14/1944,79,Male,United States,United States,San Anselmo,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,548,5.5 B,Meijer,Doug,Doug Meijer & family,1/22/1954,70,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5 B,Meijer,Hank,Hank Meijer & family,2/15/1952,72,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5 B,Meijer,Mark,Mark Meijer & family,10/21/1957,66,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5 B,Reece,John,John Reece,3/7/1957,67,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,548,5.5 B,Roig,Juan,Juan Roig,10/8/1949,74,Male,Spain,Spain,Valencia,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5 B,Tanjung,Chairul,Chairul Tanjung,6/18/1962,61,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,TRUE,Increased
2024,4,563,5.4 B,Chiaravanont,Jaran,Jaran Chiaravanont,4/1/1930,94,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,563,5.4 B,Cuban,Mark,Mark Cuban,7/31/1958,65,Male,United States,United States,Dallas,Media & Entertainment,['Media & Entertainment'],Dallas Mavericks,Owner,TRUE,Increased
2024,4,563,5.4 B,Emmerson,Archie Aldis,Archie Aldis Emmerson & family,4/10/1929,94,Male,United States,United States,Redding,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,563,5.4 B,Haefner,Martin,Martin Haefner,1/1/1954,70,Male,Switzerland,Switzerland,Zurich,Technology,['Technology'],,,FALSE,Increased
2024,4,563,5.4 B,Hale,Robert,"Robert Hale, Jr.",7/8/1966,57,Male,United States,United States,Boston,Telecom,['Telecom'],,,TRUE,Increased
2024,4,563,5.4 B,Pudwill,Horst Julius,Horst Julius Pudwill,10/23/1944,79,Male,Germany,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,563,5.4 B,Secunda,Thomas,Thomas Secunda,6/23/1954,69,Male,United States,United States,Croton-on-Hudson,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,563,5.4 B,Stryker,Jon,Jon Stryker,5/3/1958,65,Male,United States,United States,New York,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,563,5.4 B,Tornqvist,Torbjorn,Torbjorn Tornqvist,11/8/1953,70,Male,Sweden,Switzerland,Geneva,Energy,['Energy'],,,TRUE,Increased
2024,4,572,5.3 B,Bass,Robert,Robert Bass,3/19/1948,76,Male,United States,United States,Fort Worth,Energy,['Energy'],,,FALSE,Increased
2024,4,572,5.3 B,Caruso,Rick,Rick Caruso,1/7/1959,65,Male,United States,United States,Los Angeles,Real Estate,['Real Estate'],,,TRUE,Remained Even
2024,4,572,5.3 B,Johnson,Charles B.,Charles B. Johnson,1/6/1933,91,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],Franklin Resources,Former Chairman and CEO,FALSE,Increased
2024,4,572,5.3 B,Kurzius,Dan,Dan Kurzius,12/1/1971,52,Male,United States,United States,Atlanta,Technology,['Technology'],,,TRUE,Increased
2024,4,572,5.3 B,Lee,Thai,Thai Lee,11/27/1958,65,Female,United States,United States,Austin,Technology,['Technology'],,,TRUE,Increased
